"";"Leto";"Regija";"Starost";"Spol";"Placa"
"1373";2018;"Osrednjeslovenska";"15-24 let";"Ženske";1117
"1374";2018;"Osrednjeslovenska";"25-34 let";"Moški";1632
"1375";2018;"Osrednjeslovenska";"25-34 let";"Ženske";1519
"1376";2018;"Osrednjeslovenska";"35-44 let";"Moški";2058
"1377";2018;"Osrednjeslovenska";"35-44 let";"Ženske";1925
"1378";2018;"Osrednjeslovenska";"45-54 let";"Moški";2176
"1379";2018;"Osrednjeslovenska";"45-54 let";"Ženske";2041
"1380";2018;"Osrednjeslovenska";"55-64 let";"Moški";2176
"1381";2018;"Osrednjeslovenska";"55-64 let";"Ženske";2126
"1382";2018;"Osrednjeslovenska";"65 let ali veè";"Moški";3157
"1383";2018;"Osrednjeslovenska";"65 let ali veè";"Ženske";3307
"1384";2018;"Gorenjska";"15-24 let";"Moški";1265
"1385";2018;"Gorenjska";"15-24 let";"Ženske";1112
"1386";2018;"Gorenjska";"25-34 let";"Moški";1592
"1387";2018;"Gorenjska";"25-34 let";"Ženske";1418
"1388";2018;"Gorenjska";"35-44 let";"Moški";1948
"1389";2018;"Gorenjska";"35-44 let";"Ženske";1707
"1390";2018;"Gorenjska";"45-54 let";"Moški";2060
"1391";2018;"Gorenjska";"45-54 let";"Ženske";1755
"1392";2018;"Gorenjska";"55-64 let";"Moški";1994
"1393";2018;"Gorenjska";"55-64 let";"Ženske";1871
"1394";2018;"Gorenjska";"65 let ali veè";"Moški";2983
"1395";2018;"Gorenjska";"65 let ali veè";"Ženske";2763
"1396";2018;"Primorsko-notranjska";"25-34 let";"Moški";1505
"1397";2018;"Primorsko-notranjska";"25-34 let";"Ženske";1362
"1398";2018;"Primorsko-notranjska";"35-44 let";"Moški";1780
"1399";2018;"Primorsko-notranjska";"35-44 let";"Ženske";1619
"1400";2018;"Primorsko-notranjska";"45-54 let";"Moški";1824
"1401";2018;"Primorsko-notranjska";"45-54 let";"Ženske";1603
"1402";2018;"Primorsko-notranjska";"55-64 let";"Moški";1815
"1403";2018;"Primorsko-notranjska";"55-64 let";"Ženske";1797
"1404";2018;"Goriška";"15-24 let";"Moški";1173
"1405";2018;"Goriška";"15-24 let";"Ženske";1106
"1406";2018;"Goriška";"25-34 let";"Moški";1476
"1407";2018;"Goriška";"25-34 let";"Ženske";1357
"1408";2018;"Goriška";"35-44 let";"Moški";1776
"1409";2018;"Goriška";"35-44 let";"Ženske";1588
"1410";2018;"Goriška";"45-54 let";"Moški";1864
"1411";2018;"Goriška";"45-54 let";"Ženske";1664
"1412";2018;"Goriška";"55-64 let";"Moški";1965
"1413";2018;"Goriška";"55-64 let";"Ženske";1827
"1414";2018;"Goriška";"65 let ali veè";"Moški";3083
"1415";2018;"Goriška";"65 let ali veè";"Ženske";3377
"1416";2018;"Obalno-kraška";"15-24 let";"Moški";1208
"1417";2018;"Obalno-kraška";"15-24 let";"Ženske";1069
"1418";2018;"Obalno-kraška";"25-34 let";"Moški";1509
"1419";2018;"Obalno-kraška";"25-34 let";"Ženske";1349
"1420";2018;"Obalno-kraška";"35-44 let";"Moški";1850
"1421";2018;"Obalno-kraška";"35-44 let";"Ženske";1653
"1422";2018;"Obalno-kraška";"45-54 let";"Moški";2037
"1423";2018;"Obalno-kraška";"45-54 let";"Ženske";1803
"1424";2018;"Obalno-kraška";"55-64 let";"Moški";2010
"1425";2018;"Obalno-kraška";"55-64 let";"Ženske";1880
"1426";2018;"Obalno-kraška";"65 let ali veè";"Moški";2800
"1427";2018;"Obalno-kraška";"65 let ali veè";"Ženske";3183
