"";"LETO";"STATISTICNA_REGIJA";"SPOL";"STAROST";"PLACE"
"1539";2011;"Posavska";"moški";"45-54";1616
"1540";2011;"Posavska";"moški";"55-64";1901
"1541";2012;"Posavska";"moški";"Skupaj";1539
"1542";2012;"Posavska";"moški";"15-64";1536
"1543";2012;"Posavska";"moški";"15-24";1101
"1544";2012;"Posavska";"moški";"25-34";1371
"1545";2012;"Posavska";"moški";"35-44";1555
"1546";2012;"Posavska";"moški";"45-54";1620
"1547";2012;"Posavska";"moški";"55-64";1927
"1548";2013;"Posavska";"moški";"Skupaj";1534
"1549";2013;"Posavska";"moški";"15-64";1530
"1550";2013;"Posavska";"moški";"15-24";1091
"1551";2013;"Posavska";"moški";"25-34";1389
"1552";2013;"Posavska";"moški";"35-44";1534
"1553";2013;"Posavska";"moški";"45-54";1595
"1554";2013;"Posavska";"moški";"55-64";1840
"1555";2014;"Posavska";"moški";"Skupaj";1583
"1556";2014;"Posavska";"moški";"15-64";1579
"1557";2014;"Posavska";"moški";"15-24";1104
"1558";2014;"Posavska";"moški";"25-34";1432
"1559";2014;"Posavska";"moški";"35-44";1591
"1560";2014;"Posavska";"moški";"45-54";1640
"1561";2014;"Posavska";"moški";"55-64";1857
"1562";2015;"Posavska";"moški";"Skupaj";1600
"1563";2015;"Posavska";"moški";"15-64";NA
"1564";2015;"Posavska";"moški";"15-24";NA
"1565";2015;"Posavska";"moški";"25-34";1446
"1566";2015;"Posavska";"moški";"35-44";1612
"1567";2015;"Posavska";"moški";"45-54";1656
"1568";2015;"Posavska";"moški";"55-64";1825
"1569";2016;"Posavska";"moški";"Skupaj";1644
"1570";2016;"Posavska";"moški";"15-64";NA
"1571";2016;"Posavska";"moški";"15-24";NA
"1572";2016;"Posavska";"moški";"25-34";1497
"1573";2016;"Posavska";"moški";"35-44";1650
"1574";2016;"Posavska";"moški";"45-54";1705
"1575";2016;"Posavska";"moški";"55-64";1875
"1576";2017;"Posavska";"moški";"Skupaj";1687
"1577";2017;"Posavska";"moški";"15-64";NA
"1578";2017;"Posavska";"moški";"15-24";NA
"1579";2017;"Posavska";"moški";"25-34";1524
"1580";2017;"Posavska";"moški";"35-44";1705
"1581";2017;"Posavska";"moški";"45-54";1748
"1582";2017;"Posavska";"moški";"55-64";1901
"1583";2018;"Posavska";"moški";"Skupaj";1762
"1584";2018;"Posavska";"moški";"15-64";1755
"1585";2018;"Posavska";"moški";"15-24";1249
"1586";2018;"Posavska";"moški";"25-34";1621
"1587";2018;"Posavska";"moški";"35-44";1779
"1588";2018;"Posavska";"moški";"45-54";1816
"1589";2018;"Posavska";"moški";"55-64";1948
"1590";2019;"Posavska";"moški";"Skupaj";1819
"1591";2019;"Posavska";"moški";"15-64";1814
"1592";2019;"Posavska";"moški";"15-24";1310
"1593";2019;"Posavska";"moški";"25-34";1653
"1594";2019;"Posavska";"moški";"35-44";1833
"1595";2019;"Posavska";"moški";"45-54";1901
"1596";2019;"Posavska";"moški";"55-64";2006
"1597";2008;"Posavska";"ženske";"Skupaj";1250
"1598";2008;"Posavska";"ženske";"15-64";1250
"1599";2008;"Posavska";"ženske";"15-24";869
"1600";2008;"Posavska";"ženske";"25-34";1126
"1601";2008;"Posavska";"ženske";"35-44";1262
"1602";2008;"Posavska";"ženske";"45-54";1297
"1603";2008;"Posavska";"ženske";"55-64";1765
"1604";2009;"Posavska";"ženske";"Skupaj";1324
"1605";2009;"Posavska";"ženske";"15-64";1323
"1606";2009;"Posavska";"ženske";"15-24";903
"1607";2009;"Posavska";"ženske";"25-34";1188
"1608";2009;"Posavska";"ženske";"35-44";1327
"1609";2009;"Posavska";"ženske";"45-54";1374
"1610";2009;"Posavska";"ženske";"55-64";1877
"1611";2010;"Posavska";"ženske";"Skupaj";1393
"1612";2010;"Posavska";"ženske";"15-64";1393
"1613";2010;"Posavska";"ženske";"15-24";926
"1614";2010;"Posavska";"ženske";"25-34";1270
"1615";2010;"Posavska";"ženske";"35-44";1368
"1616";2010;"Posavska";"ženske";"45-54";1461
"1617";2010;"Posavska";"ženske";"55-64";1890
"1618";2011;"Posavska";"ženske";"Skupaj";1436
"1619";2011;"Posavska";"ženske";"15-64";1436
"1620";2011;"Posavska";"ženske";"15-24";1000
"1621";2011;"Posavska";"ženske";"25-34";1310
"1622";2011;"Posavska";"ženske";"35-44";1425
"1623";2011;"Posavska";"ženske";"45-54";1479
"1624";2011;"Posavska";"ženske";"55-64";1879
"1625";2012;"Posavska";"ženske";"Skupaj";1448
"1626";2012;"Posavska";"ženske";"15-64";1448
"1627";2012;"Posavska";"ženske";"15-24";1005
"1628";2012;"Posavska";"ženske";"25-34";1291
"1629";2012;"Posavska";"ženske";"35-44";1438
"1630";2012;"Posavska";"ženske";"45-54";1496
"1631";2012;"Posavska";"ženske";"55-64";1862
"1632";2013;"Posavska";"ženske";"Skupaj";1452
"1633";2013;"Posavska";"ženske";"15-64";1451
"1634";2013;"Posavska";"ženske";"15-24";1042
"1635";2013;"Posavska";"ženske";"25-34";1303
"1636";2013;"Posavska";"ženske";"35-44";1440
"1637";2013;"Posavska";"ženske";"45-54";1480
"1638";2013;"Posavska";"ženske";"55-64";1797
"1639";2014;"Posavska";"ženske";"Skupaj";1490
"1640";2014;"Posavska";"ženske";"15-64";1489
"1641";2014;"Posavska";"ženske";"15-24";1143
"1642";2014;"Posavska";"ženske";"25-34";1318
"1643";2014;"Posavska";"ženske";"35-44";1482
"1644";2014;"Posavska";"ženske";"45-54";1507
"1645";2014;"Posavska";"ženske";"55-64";1803
"1646";2015;"Posavska";"ženske";"Skupaj";1488
"1647";2015;"Posavska";"ženske";"15-64";NA
"1648";2015;"Posavska";"ženske";"15-24";NA
"1649";2015;"Posavska";"ženske";"25-34";1301
"1650";2015;"Posavska";"ženske";"35-44";1486
"1651";2015;"Posavska";"ženske";"45-54";1508
"1652";2015;"Posavska";"ženske";"55-64";1743
"1653";2016;"Posavska";"ženske";"Skupaj";1522
"1654";2016;"Posavska";"ženske";"15-64";NA
"1655";2016;"Posavska";"ženske";"15-24";NA
"1656";2016;"Posavska";"ženske";"25-34";1321
"1657";2016;"Posavska";"ženske";"35-44";1519
"1658";2016;"Posavska";"ženske";"45-54";1546
"1659";2016;"Posavska";"ženske";"55-64";1753
"1660";2017;"Posavska";"ženske";"Skupaj";1553
"1661";2017;"Posavska";"ženske";"15-64";NA
"1662";2017;"Posavska";"ženske";"15-24";NA
"1663";2017;"Posavska";"ženske";"25-34";1352
"1664";2017;"Posavska";"ženske";"35-44";1527
"1665";2017;"Posavska";"ženske";"45-54";1591
"1666";2017;"Posavska";"ženske";"55-64";1760
"1667";2018;"Posavska";"ženske";"Skupaj";1599
"1668";2018;"Posavska";"ženske";"15-64";1596
"1669";2018;"Posavska";"ženske";"15-24";1157
"1670";2018;"Posavska";"ženske";"25-34";1395
"1671";2018;"Posavska";"ženske";"35-44";1595
"1672";2018;"Posavska";"ženske";"45-54";1643
"1673";2018;"Posavska";"ženske";"55-64";1763
"1674";2019;"Posavska";"ženske";"Skupaj";1679
"1675";2019;"Posavska";"ženske";"15-64";1676
"1676";2019;"Posavska";"ženske";"15-24";1186
"1677";2019;"Posavska";"ženske";"25-34";1455
"1678";2019;"Posavska";"ženske";"35-44";1678
"1679";2019;"Posavska";"ženske";"45-54";1724
"1680";2019;"Posavska";"ženske";"55-64";1862
"1681";2008;"Posavska";"Skupaj";"Skupaj";1320
"1682";2008;"Posavska";"Skupaj";"15-64";1318
"1683";2008;"Posavska";"Skupaj";"15-24";927
"1684";2008;"Posavska";"Skupaj";"25-34";1189
"1685";2008;"Posavska";"Skupaj";"35-44";1322
"1686";2008;"Posavska";"Skupaj";"45-54";1409
"1687";2008;"Posavska";"Skupaj";"55-64";1650
"1688";2009;"Posavska";"Skupaj";"Skupaj";1359
"1689";2009;"Posavska";"Skupaj";"15-64";1358
"1690";2009;"Posavska";"Skupaj";"15-24";946
"1691";2009;"Posavska";"Skupaj";"25-34";1211
"1692";2009;"Posavska";"Skupaj";"35-44";1364
"1693";2009;"Posavska";"Skupaj";"45-54";1459
"1694";2009;"Posavska";"Skupaj";"55-64";1700
"1695";2010;"Posavska";"Skupaj";"Skupaj";1418
"1696";2010;"Posavska";"Skupaj";"15-64";1416
"1697";2010;"Posavska";"Skupaj";"15-24";980
"1698";2010;"Posavska";"Skupaj";"25-34";1275
"1699";2010;"Posavska";"Skupaj";"35-44";1416
"1700";2010;"Posavska";"Skupaj";"45-54";1507
"1701";2010;"Posavska";"Skupaj";"55-64";1836
"1702";2011;"Posavska";"Skupaj";"Skupaj";1479
"1703";2011;"Posavska";"Skupaj";"15-64";1478
"1704";2011;"Posavska";"Skupaj";"15-24";1050
"1705";2011;"Posavska";"Skupaj";"25-34";1329
"1706";2011;"Posavska";"Skupaj";"35-44";1480
"1707";2011;"Posavska";"Skupaj";"45-54";1548
"1708";2011;"Posavska";"Skupaj";"55-64";1894
"1709";2012;"Posavska";"Skupaj";"Skupaj";1500
"1710";2012;"Posavska";"Skupaj";"15-64";1498
"1711";2012;"Posavska";"Skupaj";"15-24";1083
"1712";2012;"Posavska";"Skupaj";"25-34";1341
"1713";2012;"Posavska";"Skupaj";"35-44";1502
"1714";2012;"Posavska";"Skupaj";"45-54";1559
"1715";2012;"Posavska";"Skupaj";"55-64";1904
"1716";2013;"Posavska";"Skupaj";"Skupaj";1498
"1717";2013;"Posavska";"Skupaj";"15-64";1496
"1718";2013;"Posavska";"Skupaj";"15-24";1082
"1719";2013;"Posavska";"Skupaj";"25-34";1357
"1720";2013;"Posavska";"Skupaj";"35-44";1491
"1721";2013;"Posavska";"Skupaj";"45-54";1538
"1722";2013;"Posavska";"Skupaj";"55-64";1825
"1723";2014;"Posavska";"Skupaj";"Skupaj";1543
"1724";2014;"Posavska";"Skupaj";"15-64";1540
"1725";2014;"Posavska";"Skupaj";"15-24";1110
"1726";2014;"Posavska";"Skupaj";"25-34";1392
"1727";2014;"Posavska";"Skupaj";"35-44";1542
"1728";2014;"Posavska";"Skupaj";"45-54";1575
"1729";2014;"Posavska";"Skupaj";"55-64";1836
"1730";2015;"Posavska";"Skupaj";"Skupaj";1552
"1731";2015;"Posavska";"Skupaj";"15-64";1549
"1732";2015;"Posavska";"Skupaj";"15-24";1136
"1733";2015;"Posavska";"Skupaj";"25-34";1397
"1734";2015;"Posavska";"Skupaj";"35-44";1556
"1735";2015;"Posavska";"Skupaj";"45-54";1584
"1736";2015;"Posavska";"Skupaj";"55-64";1791
"1737";2016;"Posavska";"Skupaj";"Skupaj";1592
"1738";2016;"Posavska";"Skupaj";"15-64";1590
"1739";2016;"Posavska";"Skupaj";"15-24";1172
"1740";2016;"Posavska";"Skupaj";"25-34";1435
"1741";2016;"Posavska";"Skupaj";"35-44";1593
"1742";2016;"Posavska";"Skupaj";"45-54";1627
"1743";2016;"Posavska";"Skupaj";"55-64";1820
"1744";2017;"Posavska";"Skupaj";"Skupaj";1629
"1745";2017;"Posavska";"Skupaj";"15-64";1626
"1746";2017;"Posavska";"Skupaj";"15-24";1175
"1747";2017;"Posavska";"Skupaj";"25-34";1463
"1748";2017;"Posavska";"Skupaj";"35-44";1627
"1749";2017;"Posavska";"Skupaj";"45-54";1673
"1750";2017;"Posavska";"Skupaj";"55-64";1836
"1751";2018;"Posavska";"Skupaj";"Skupaj";1692
"1752";2018;"Posavska";"Skupaj";"15-64";1687
"1753";2018;"Posavska";"Skupaj";"15-24";1227
"1754";2018;"Posavska";"Skupaj";"25-34";1540
"1755";2018;"Posavska";"Skupaj";"35-44";1698
"1756";2018;"Posavska";"Skupaj";"45-54";1733
"1757";2018;"Posavska";"Skupaj";"55-64";1864
"1758";2019;"Posavska";"Skupaj";"Skupaj";1759
"1759";2019;"Posavska";"Skupaj";"15-64";1755
"1760";2019;"Posavska";"Skupaj";"15-24";1277
"1761";2019;"Posavska";"Skupaj";"25-34";1582
"1762";2019;"Posavska";"Skupaj";"35-44";1764
"1763";2019;"Posavska";"Skupaj";"45-54";1818
"1764";2019;"Posavska";"Skupaj";"55-64";1939
"1765";2008;"Jugovzhodna Slovenija";"moški";"Skupaj";1394
"1766";2008;"Jugovzhodna Slovenija";"moški";"15-64";1392
"1767";2008;"Jugovzhodna Slovenija";"moški";"15-24";935
"1768";2008;"Jugovzhodna Slovenija";"moški";"25-34";1269
"1769";2008;"Jugovzhodna Slovenija";"moški";"35-44";1426
"1770";2008;"Jugovzhodna Slovenija";"moški";"45-54";1486
"1771";2008;"Jugovzhodna Slovenija";"moški";"55-64";1651
"1772";2009;"Jugovzhodna Slovenija";"moški";"Skupaj";1398
"1773";2009;"Jugovzhodna Slovenija";"moški";"15-64";1396
"1774";2009;"Jugovzhodna Slovenija";"moški";"15-24";932
"1775";2009;"Jugovzhodna Slovenija";"moški";"25-34";1252
"1776";2009;"Jugovzhodna Slovenija";"moški";"35-44";1442
"1777";2009;"Jugovzhodna Slovenija";"moški";"45-54";1496
"1778";2009;"Jugovzhodna Slovenija";"moški";"55-64";1670
"1779";2010;"Jugovzhodna Slovenija";"moški";"Skupaj";1494
"1780";2010;"Jugovzhodna Slovenija";"moški";"15-64";1493
"1781";2010;"Jugovzhodna Slovenija";"moški";"15-24";1005
"1782";2010;"Jugovzhodna Slovenija";"moški";"25-34";1334
"1783";2010;"Jugovzhodna Slovenija";"moški";"35-44";1531
"1784";2010;"Jugovzhodna Slovenija";"moški";"45-54";1607
"1785";2010;"Jugovzhodna Slovenija";"moški";"55-64";1781
"1786";2011;"Jugovzhodna Slovenija";"moški";"Skupaj";1540
"1787";2011;"Jugovzhodna Slovenija";"moški";"15-64";1537
"1788";2011;"Jugovzhodna Slovenija";"moški";"15-24";1049
"1789";2011;"Jugovzhodna Slovenija";"moški";"25-34";1382
"1790";2011;"Jugovzhodna Slovenija";"moški";"35-44";1563
"1791";2011;"Jugovzhodna Slovenija";"moški";"45-54";1648
"1792";2011;"Jugovzhodna Slovenija";"moški";"55-64";1798
"1793";2012;"Jugovzhodna Slovenija";"moški";"Skupaj";1575
"1794";2012;"Jugovzhodna Slovenija";"moški";"15-64";1573
"1795";2012;"Jugovzhodna Slovenija";"moški";"15-24";1071
"1796";2012;"Jugovzhodna Slovenija";"moški";"25-34";1400
"1797";2012;"Jugovzhodna Slovenija";"moški";"35-44";1597
"1798";2012;"Jugovzhodna Slovenija";"moški";"45-54";1703
"1799";2012;"Jugovzhodna Slovenija";"moški";"55-64";1808
"1800";2013;"Jugovzhodna Slovenija";"moški";"Skupaj";1572
"1801";2013;"Jugovzhodna Slovenija";"moški";"15-64";1570
"1802";2013;"Jugovzhodna Slovenija";"moški";"15-24";1090
"1803";2013;"Jugovzhodna Slovenija";"moški";"25-34";1393
"1804";2013;"Jugovzhodna Slovenija";"moški";"35-44";1600
"1805";2013;"Jugovzhodna Slovenija";"moški";"45-54";1686
"1806";2013;"Jugovzhodna Slovenija";"moški";"55-64";1767
"1807";2014;"Jugovzhodna Slovenija";"moški";"Skupaj";1632
"1808";2014;"Jugovzhodna Slovenija";"moški";"15-64";1630
"1809";2014;"Jugovzhodna Slovenija";"moški";"15-24";1130
"1810";2014;"Jugovzhodna Slovenija";"moški";"25-34";1447
"1811";2014;"Jugovzhodna Slovenija";"moški";"35-44";1671
"1812";2014;"Jugovzhodna Slovenija";"moški";"45-54";1728
"1813";2014;"Jugovzhodna Slovenija";"moški";"55-64";1824
"1814";2015;"Jugovzhodna Slovenija";"moški";"Skupaj";1651
"1815";2015;"Jugovzhodna Slovenija";"moški";"15-64";NA
"1816";2015;"Jugovzhodna Slovenija";"moški";"15-24";NA
"1817";2015;"Jugovzhodna Slovenija";"moški";"25-34";1472
"1818";2015;"Jugovzhodna Slovenija";"moški";"35-44";1691
"1819";2015;"Jugovzhodna Slovenija";"moški";"45-54";1732
"1820";2015;"Jugovzhodna Slovenija";"moški";"55-64";1865
"1821";2016;"Jugovzhodna Slovenija";"moški";"Skupaj";1685
"1822";2016;"Jugovzhodna Slovenija";"moški";"15-64";NA
"1823";2016;"Jugovzhodna Slovenija";"moški";"15-24";NA
"1824";2016;"Jugovzhodna Slovenija";"moški";"25-34";1484
"1825";2016;"Jugovzhodna Slovenija";"moški";"35-44";1739
"1826";2016;"Jugovzhodna Slovenija";"moški";"45-54";1761
"1827";2016;"Jugovzhodna Slovenija";"moški";"55-64";1890
"1828";2017;"Jugovzhodna Slovenija";"moški";"Skupaj";1720
"1829";2017;"Jugovzhodna Slovenija";"moški";"15-64";1717
"1830";2017;"Jugovzhodna Slovenija";"moški";"15-24";1206
"1831";2017;"Jugovzhodna Slovenija";"moški";"25-34";1508
"1832";2017;"Jugovzhodna Slovenija";"moški";"35-44";1777
"1833";2017;"Jugovzhodna Slovenija";"moški";"45-54";1804
"1834";2017;"Jugovzhodna Slovenija";"moški";"55-64";1897
"1835";2018;"Jugovzhodna Slovenija";"moški";"Skupaj";1787
"1836";2018;"Jugovzhodna Slovenija";"moški";"15-64";1785
"1837";2018;"Jugovzhodna Slovenija";"moški";"15-24";1250
"1838";2018;"Jugovzhodna Slovenija";"moški";"25-34";1576
"1839";2018;"Jugovzhodna Slovenija";"moški";"35-44";1847
"1840";2018;"Jugovzhodna Slovenija";"moški";"45-54";1880
"1841";2018;"Jugovzhodna Slovenija";"moški";"55-64";1967
"1842";2019;"Jugovzhodna Slovenija";"moški";"Skupaj";1858
"1843";2019;"Jugovzhodna Slovenija";"moški";"15-64";1855
"1844";2019;"Jugovzhodna Slovenija";"moški";"15-24";1283
"1845";2019;"Jugovzhodna Slovenija";"moški";"25-34";1634
"1846";2019;"Jugovzhodna Slovenija";"moški";"35-44";1929
"1847";2019;"Jugovzhodna Slovenija";"moški";"45-54";1967
"1848";2019;"Jugovzhodna Slovenija";"moški";"55-64";2048
"1849";2008;"Jugovzhodna Slovenija";"ženske";"Skupaj";1327
"1850";2008;"Jugovzhodna Slovenija";"ženske";"15-64";1327
"1851";2008;"Jugovzhodna Slovenija";"ženske";"15-24";909
"1852";2008;"Jugovzhodna Slovenija";"ženske";"25-34";1177
"1853";2008;"Jugovzhodna Slovenija";"ženske";"35-44";1335
"1854";2008;"Jugovzhodna Slovenija";"ženske";"45-54";1385
"1855";2008;"Jugovzhodna Slovenija";"ženske";"55-64";2018
"1856";2009;"Jugovzhodna Slovenija";"ženske";"Skupaj";1391
"1857";2009;"Jugovzhodna Slovenija";"ženske";"15-64";1391
"1858";2009;"Jugovzhodna Slovenija";"ženske";"15-24";966
"1859";2009;"Jugovzhodna Slovenija";"ženske";"25-34";1218
"1860";2009;"Jugovzhodna Slovenija";"ženske";"35-44";1390
"1861";2009;"Jugovzhodna Slovenija";"ženske";"45-54";1464
"1862";2009;"Jugovzhodna Slovenija";"ženske";"55-64";2137
"1863";2010;"Jugovzhodna Slovenija";"ženske";"Skupaj";1471
"1864";2010;"Jugovzhodna Slovenija";"ženske";"15-64";1471
"1865";2010;"Jugovzhodna Slovenija";"ženske";"15-24";1014
"1866";2010;"Jugovzhodna Slovenija";"ženske";"25-34";1279
"1867";2010;"Jugovzhodna Slovenija";"ženske";"35-44";1472
"1868";2010;"Jugovzhodna Slovenija";"ženske";"45-54";1552
"1869";2010;"Jugovzhodna Slovenija";"ženske";"55-64";2145
"1870";2011;"Jugovzhodna Slovenija";"ženske";"Skupaj";1522
"1871";2011;"Jugovzhodna Slovenija";"ženske";"15-64";1522
"1872";2011;"Jugovzhodna Slovenija";"ženske";"15-24";1069
"1873";2011;"Jugovzhodna Slovenija";"ženske";"25-34";1327
"1874";2011;"Jugovzhodna Slovenija";"ženske";"35-44";1516
"1875";2011;"Jugovzhodna Slovenija";"ženske";"45-54";1599
"1876";2011;"Jugovzhodna Slovenija";"ženske";"55-64";2101
"1877";2012;"Jugovzhodna Slovenija";"ženske";"Skupaj";1550
"1878";2012;"Jugovzhodna Slovenija";"ženske";"15-64";1549
"1879";2012;"Jugovzhodna Slovenija";"ženske";"15-24";1063
"1880";2012;"Jugovzhodna Slovenija";"ženske";"25-34";1333
"1881";2012;"Jugovzhodna Slovenija";"ženske";"35-44";1554
"1882";2012;"Jugovzhodna Slovenija";"ženske";"45-54";1614
"1883";2012;"Jugovzhodna Slovenija";"ženske";"55-64";2140
"1884";2013;"Jugovzhodna Slovenija";"ženske";"Skupaj";1539
"1885";2013;"Jugovzhodna Slovenija";"ženske";"15-64";1539
"1886";2013;"Jugovzhodna Slovenija";"ženske";"15-24";1114
"1887";2013;"Jugovzhodna Slovenija";"ženske";"25-34";1340
"1888";2013;"Jugovzhodna Slovenija";"ženske";"35-44";1547
"1889";2013;"Jugovzhodna Slovenija";"ženske";"45-54";1578
"1890";2013;"Jugovzhodna Slovenija";"ženske";"55-64";2013
"1891";2014;"Jugovzhodna Slovenija";"ženske";"Skupaj";1594
"1892";2014;"Jugovzhodna Slovenija";"ženske";"15-64";1593
"1893";2014;"Jugovzhodna Slovenija";"ženske";"15-24";1186
"1894";2014;"Jugovzhodna Slovenija";"ženske";"25-34";1378
"1895";2014;"Jugovzhodna Slovenija";"ženske";"35-44";1592
"1896";2014;"Jugovzhodna Slovenija";"ženske";"45-54";1635
"1897";2014;"Jugovzhodna Slovenija";"ženske";"55-64";1996
"1898";2015;"Jugovzhodna Slovenija";"ženske";"Skupaj";1604
"1899";2015;"Jugovzhodna Slovenija";"ženske";"15-64";NA
"1900";2015;"Jugovzhodna Slovenija";"ženske";"15-24";NA
"1901";2015;"Jugovzhodna Slovenija";"ženske";"25-34";1393
"1902";2015;"Jugovzhodna Slovenija";"ženske";"35-44";1592
"1903";2015;"Jugovzhodna Slovenija";"ženske";"45-54";1647
"1904";2015;"Jugovzhodna Slovenija";"ženske";"55-64";1934
"1905";2016;"Jugovzhodna Slovenija";"ženske";"Skupaj";1633
"1906";2016;"Jugovzhodna Slovenija";"ženske";"15-64";NA
"1907";2016;"Jugovzhodna Slovenija";"ženske";"15-24";NA
"1908";2016;"Jugovzhodna Slovenija";"ženske";"25-34";1405
"1909";2016;"Jugovzhodna Slovenija";"ženske";"35-44";1631
"1910";2016;"Jugovzhodna Slovenija";"ženske";"45-54";1668
"1911";2016;"Jugovzhodna Slovenija";"ženske";"55-64";1936
"1912";2017;"Jugovzhodna Slovenija";"ženske";"Skupaj";1652
"1913";2017;"Jugovzhodna Slovenija";"ženske";"15-64";1651
"1914";2017;"Jugovzhodna Slovenija";"ženske";"15-24";1110
"1915";2017;"Jugovzhodna Slovenija";"ženske";"25-34";1413
"1916";2017;"Jugovzhodna Slovenija";"ženske";"35-44";1654
"1917";2017;"Jugovzhodna Slovenija";"ženske";"45-54";1694
"1918";2017;"Jugovzhodna Slovenija";"ženske";"55-64";1904
"1919";2018;"Jugovzhodna Slovenija";"ženske";"Skupaj";1704
"1920";2018;"Jugovzhodna Slovenija";"ženske";"15-64";1703
"1921";2018;"Jugovzhodna Slovenija";"ženske";"15-24";1179
"1922";2018;"Jugovzhodna Slovenija";"ženske";"25-34";1450
"1923";2018;"Jugovzhodna Slovenija";"ženske";"35-44";1713
"1924";2018;"Jugovzhodna Slovenija";"ženske";"45-54";1756
"1925";2018;"Jugovzhodna Slovenija";"ženske";"55-64";1929
"1926";2019;"Jugovzhodna Slovenija";"ženske";"Skupaj";1796
"1927";2019;"Jugovzhodna Slovenija";"ženske";"15-64";1794
"1928";2019;"Jugovzhodna Slovenija";"ženske";"15-24";1247
"1929";2019;"Jugovzhodna Slovenija";"ženske";"25-34";1519
"1930";2019;"Jugovzhodna Slovenija";"ženske";"35-44";1811
"1931";2019;"Jugovzhodna Slovenija";"ženske";"45-54";1853
"1932";2019;"Jugovzhodna Slovenija";"ženske";"55-64";2015
"1933";2008;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1365
"1934";2008;"Jugovzhodna Slovenija";"Skupaj";"15-64";1364
"1935";2008;"Jugovzhodna Slovenija";"Skupaj";"15-24";929
"1936";2008;"Jugovzhodna Slovenija";"Skupaj";"25-34";1232
"1937";2008;"Jugovzhodna Slovenija";"Skupaj";"35-44";1383
"1938";2008;"Jugovzhodna Slovenija";"Skupaj";"45-54";1438
"1939";2008;"Jugovzhodna Slovenija";"Skupaj";"55-64";1736
"1940";2009;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1395
"1941";2009;"Jugovzhodna Slovenija";"Skupaj";"15-64";1394
"1942";2009;"Jugovzhodna Slovenija";"Skupaj";"15-24";940
"1943";2009;"Jugovzhodna Slovenija";"Skupaj";"25-34";1238
"1944";2009;"Jugovzhodna Slovenija";"Skupaj";"35-44";1418
"1945";2009;"Jugovzhodna Slovenija";"Skupaj";"45-54";1481
"1946";2009;"Jugovzhodna Slovenija";"Skupaj";"55-64";1786
"1947";2010;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1484
"1948";2010;"Jugovzhodna Slovenija";"Skupaj";"15-64";1484
"1949";2010;"Jugovzhodna Slovenija";"Skupaj";"15-24";1007
"1950";2010;"Jugovzhodna Slovenija";"Skupaj";"25-34";1312
"1951";2010;"Jugovzhodna Slovenija";"Skupaj";"35-44";1504
"1952";2010;"Jugovzhodna Slovenija";"Skupaj";"45-54";1581
"1953";2010;"Jugovzhodna Slovenija";"Skupaj";"55-64";1880
"1954";2011;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1532
"1955";2011;"Jugovzhodna Slovenija";"Skupaj";"15-64";1531
"1956";2011;"Jugovzhodna Slovenija";"Skupaj";"15-24";1054
"1957";2011;"Jugovzhodna Slovenija";"Skupaj";"25-34";1360
"1958";2011;"Jugovzhodna Slovenija";"Skupaj";"35-44";1541
"1959";2011;"Jugovzhodna Slovenija";"Skupaj";"45-54";1624
"1960";2011;"Jugovzhodna Slovenija";"Skupaj";"55-64";1892
"1961";2012;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1564
"1962";2012;"Jugovzhodna Slovenija";"Skupaj";"15-64";1562
"1963";2012;"Jugovzhodna Slovenija";"Skupaj";"15-24";1069
"1964";2012;"Jugovzhodna Slovenija";"Skupaj";"25-34";1373
"1965";2012;"Jugovzhodna Slovenija";"Skupaj";"35-44";1577
"1966";2012;"Jugovzhodna Slovenija";"Skupaj";"45-54";1659
"1967";2012;"Jugovzhodna Slovenija";"Skupaj";"55-64";1917
"1968";2013;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1558
"1969";2013;"Jugovzhodna Slovenija";"Skupaj";"15-64";1556
"1970";2013;"Jugovzhodna Slovenija";"Skupaj";"15-24";1095
"1971";2013;"Jugovzhodna Slovenija";"Skupaj";"25-34";1372
"1972";2013;"Jugovzhodna Slovenija";"Skupaj";"35-44";1575
"1973";2013;"Jugovzhodna Slovenija";"Skupaj";"45-54";1632
"1974";2013;"Jugovzhodna Slovenija";"Skupaj";"55-64";1852
"1975";2014;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1615
"1976";2014;"Jugovzhodna Slovenija";"Skupaj";"15-64";1614
"1977";2014;"Jugovzhodna Slovenija";"Skupaj";"15-24";1142
"1978";2014;"Jugovzhodna Slovenija";"Skupaj";"25-34";1420
"1979";2014;"Jugovzhodna Slovenija";"Skupaj";"35-44";1634
"1980";2014;"Jugovzhodna Slovenija";"Skupaj";"45-54";1682
"1981";2014;"Jugovzhodna Slovenija";"Skupaj";"55-64";1889
"1982";2015;"Jugovzhodna Slovenija";"Skupaj";"Skupaj";1630
"1983";2015;"Jugovzhodna Slovenija";"Skupaj";"15-64";1629
"1984";2015;"Jugovzhodna Slovenija";"Skupaj";"15-24";1158
"1985";2015;"Jugovzhodna Slovenija";"Skupaj";"25-34";1442
"1986";2015;"Jugovzhodna Slovenija";"Skupaj";"35-44";1645
"1987";2015;"Jugovzhodna Slovenija";"Skupaj";"45-54";1690
